Date,Open,High,Low,Close,Adj Close,Volume,MACD,RSI,EMA,MA,SMA,STD,Upper,Lower
2013-01-30,16.321428298950195,16.52142906188965,16.23214340209961,16.315357208251953,13.88498878479004,417155200,-0.8033899561163551,33.09206392393324,17.606922336341544,17.854964303970338,17.854964303970338,17.854964303970338,53.31685094428222,-18.10300627159913
2013-01-31,16.320714950561523,16.402856826782227,16.249286651611328,16.267499923706055,13.844268798828123,319334400,-0.808926303742421,30.359184479134697,17.479358297042925,17.687928628921508,17.687928628921508,17.687928628921508,52.855215554885945,-17.89649896080009
2013-02-01,16.396785736083984,16.40999984741211,16.012500762939453,16.200714111328125,13.787426948547363,539484400,-0.8093730078130221,30.595952324560017,17.357582660308182,17.529928636550903,17.529928636550903,17.529928636550903,52.41743993340999,-17.702274612793623
2013-02-04,16.211071014404297,16.283571243286133,15.785714149475098,15.79714298248291,13.443974494934082,477117200,-0.8326930738980032,31.94383710143808,17.208969357658155,17.37871437072754,17.37871437072754,17.37871437072754,51.96639809911324,-17.548459383796924
2013-02-05,15.858928680419922,16.419286727905273,15.793571472167969,16.351428985595703,13.915696144104004,573347600,-0.7972578539282615,41.45256878443124,17.12729884603316,17.260750102996827,17.260750102996827,17.260750102996827,51.64879905202682,-17.394201359960494
2013-02-06,16.302499771118164,16.66071319580078,16.163570404052734,16.33392906188965,13.900798797607422,593706400,-0.7618056629207857,33.14428170539492,17.05173981897187,17.139393043518066,17.139393043518066,17.139393043518066,51.330525906008006,-17.22704626806426
2013-02-07,16.54464340209961,16.78571319580078,16.218570709228516,16.722143173217773,14.314125061035156,704580800,-0.6943795367215628,38.66746145432091,17.020349662233386,17.052107334136963,17.052107334136963,17.052107334136963,51.12456433050731,-17.08386500604054
2013-02-08,16.928571701049805,17.100357055664062,16.72321319580078,16.963571548461914,14.52078342437744,633158400,-0.6143803989480396,41.986926324856434,17.01494222282658,16.965446567535402,16.965446567535402,16.965446567535402,50.94583535789738,-16.915950912244224
2013-02-11,17.01785659790039,17.319286346435547,16.90178680419922,17.140356063842773,14.67210865020752,517490400,-0.5305990573122124,42.05372765917608,17.026886398161455,16.89335718154907,16.89335718154907,16.89335718154907,50.81360076125959,-16.759827964936687
2013-02-12,17.125356674194336,17.22785758972168,16.704999923706055,16.71071434020996,14.304340362548828,609053200,-0.4931851059806398,35.5081926489397,16.996774773594645,16.83291072845459,16.83291072845459,16.83291072845459,50.66259623050382,-16.669046683314534
2013-02-13,16.686071395874023,16.915714263916016,16.54357147216797,16.67892837524414,14.277130126953123,475207600,-0.4607874705930008,58.55705236724946,16.966503688037452,16.799142837524414,16.799142837524414,16.799142837524414,50.56478936308628,-16.631781987011376
2013-02-14,16.59000015258789,16.84428596496582,16.5721435546875,16.663928985595703,14.264293670654297,355275200,-0.4313501010664531,65.48049622175525,16.937687049709666,16.728607177734375,16.728607177734375,16.728607177734375,50.394901405178416,-16.519527305759084
2013-02-15,16.74464225769043,16.79142951965332,16.42571449279785,16.43428611755371,14.067720413208008,391745200,-0.4216900534342898,56.241706766762015,16.88974410379005,16.65267868041992,16.65267868041992,16.65267868041992,50.19510146462989,-16.41561325704979
2013-02-19,16.467857360839844,16.526071548461914,16.20892906188965,16.428213119506836,14.062522888183594,435783600,-0.4098005110773925,51.15466386539558,16.845788771953554,16.581232166290285,16.581232166290285,16.581232166290285,50.00825310453412,-16.316675560627015
2013-02-20,16.346071243286133,16.346071243286133,16.0285701751709,16.030357360839844,13.721957206726074,476302400,-0.4275530325879906,45.26015506590713,16.768128637561773,16.48137502670288,16.48137502670288,16.48137502670288,49.730878690967536,-16.19462141584399
