Date,Open,High,Low,Close,Adj Close,Volume,MACD,RSI,EMA,MA,SMA,STD,Upper,Lower
2022-09-13,94.0,117.0,49.20000076293945,57.0,57.0,443190,0.0,,57.0,,,,,
2022-09-14,53.0,60.59999847412109,45.400001525878906,59.0,59.0,130845,0.1595441595441542,,57.19047619047619,,,,,
2022-09-15,49.59999847412109,56.79999923706055,49.0,54.400001525878906,54.400001525878906,65480,-0.0842264673473636,,56.924716698609785,,,,,
2022-09-16,49.20000076293945,52.900001525878906,44.220001220703125,46.79999923706055,46.79999923706055,29195,-0.8805229933094552,,55.960457892747954,,,,,
2022-09-19,42.20000076293945,47.20000076293945,35.400001525878906,36.20000076293945,36.20000076293945,43190,-2.339951511661951,,54.07850959467096,,,,,
2022-09-20,33.599998474121094,38.900001525878906,33.599998474121094,34.400001525878906,34.400001525878906,29795,-3.600301982140543,,52.20436596907172,,,,,
2022-09-21,34.20000076293945,35.599998474121094,27.39999961853028,27.39999961853028,27.39999961853028,21970,-5.105131682592997,,49.84204536425825,,,,,
2022-09-22,27.200000762939453,30.600000381469727,25.39999961853028,26.600000381469727,26.600000381469727,21375,-6.289768775276038,,47.628517270659344,,,,,
2022-09-23,24.799999237060547,25.799999237060547,22.39999961853028,23.200000762939453,23.200000762939453,21045,-7.417450013753481,,45.301991888971735,,,,,
2022-09-26,22.39999961853028,23.0,20.39999961853028,21.200000762939453,21.200000762939453,15215,-8.375975770238611,,43.00656416268295,,,,,
2022-09-27,21.0,26.600000381469727,21.0,22.39999961853028,22.39999961853028,17440,-8.935778368517575,,41.04403420609698,,,,,
2022-09-28,23.600000381469727,24.799999237060547,20.600000381469727,21.0,21.0,14530,-9.384218796926376,,39.13507856742108,,,,,
2022-09-29,20.39999961853028,20.89999961853028,18.799999237060547,19.059999465942383,19.059999465942383,11235,-9.783376225924467,,37.22316627204215,,,,,
2022-09-30,19.200000762939453,19.799999237060547,17.600000381469727,17.600000381469727,17.600000381469727,5530,-10.10108210181054,6.986897471967509,35.35429333008287,,,,,
2022-10-03,21.600000381469727,29.0,21.600000381469727,26.200000762939453,26.200000762939453,1109355,-9.54884499862044,21.691175980757663,34.482455942735875,,,,,
2022-10-04,23.600000381469727,25.39999961853028,20.200000762939453,21.600000381469727,21.600000381469727,70305,-9.374313452493354,17.192981692966057,33.25555541309148,,,,,
2022-10-05,20.600000381469727,21.600000381469727,20.0,21.200000762939453,21.200000762939453,16625,-9.162651231193994,18.560604883838508,32.10740735117224,,,,,
2022-10-06,21.0,21.39999961853028,18.6200008392334,19.200000762939453,19.200000762939453,27445,-9.051945488225051,20.76271159044116,30.878130533245308,,,,,
2022-10-07,19.440000534057617,21.940000534057617,19.200000762939453,19.3799991607666,19.3799991607666,10770,-8.847695299026984,27.134308003433645,29.78307040253305,,,,,
2022-10-10,19.600000381469727,20.959999084472656,19.200000762939453,20.0,20.0,7455,-8.537383029157727,29.775277888920726,28.85134941181561,29.692000293731688,29.692000293731688,29.692000293731688,88.235349999279,-30.53265117564776
