Date,Open,High,Low,Close,Adj Close,Volume
2022-09-13,94.0,117.0,49.20000076293945,57.0,57.0,443190
2022-09-14,53.0,60.599998474121094,45.400001525878906,59.0,59.0,130845
2022-09-15,49.599998474121094,56.79999923706055,49.0,54.400001525878906,54.400001525878906,65480
2022-09-16,49.20000076293945,52.900001525878906,44.220001220703125,46.79999923706055,46.79999923706055,29195
2022-09-19,42.20000076293945,47.20000076293945,35.400001525878906,36.20000076293945,36.20000076293945,43190
2022-09-20,33.599998474121094,38.900001525878906,33.599998474121094,34.400001525878906,34.400001525878906,29795
2022-09-21,34.20000076293945,35.599998474121094,27.399999618530273,27.399999618530273,27.399999618530273,21970
2022-09-22,27.200000762939453,30.600000381469727,25.399999618530273,26.600000381469727,26.600000381469727,21375
2022-09-23,24.799999237060547,25.799999237060547,22.399999618530273,23.200000762939453,23.200000762939453,21045
2022-09-26,22.399999618530273,23.0,20.399999618530273,21.200000762939453,21.200000762939453,15215
2022-09-27,21.0,26.600000381469727,21.0,22.399999618530273,22.399999618530273,17440
2022-09-28,23.600000381469727,24.799999237060547,20.600000381469727,21.0,21.0,14530
2022-09-29,20.399999618530273,20.899999618530273,18.799999237060547,19.059999465942383,19.059999465942383,11235
2022-09-30,19.200000762939453,19.799999237060547,17.600000381469727,17.600000381469727,17.600000381469727,5530
2022-10-03,21.600000381469727,29.0,21.600000381469727,26.200000762939453,26.200000762939453,1109355
2022-10-04,23.600000381469727,25.399999618530273,20.200000762939453,21.600000381469727,21.600000381469727,70305
2022-10-05,20.600000381469727,21.600000381469727,20.0,21.200000762939453,21.200000762939453,16625
2022-10-06,21.0,21.399999618530273,18.6200008392334,19.200000762939453,19.200000762939453,27445
2022-10-07,19.440000534057617,21.940000534057617,19.200000762939453,19.3799991607666,19.3799991607666,10770
2022-10-10,19.600000381469727,20.959999084472656,19.200000762939453,20.0,20.0,7455
2022-10-11,21.200000762939453,21.200000762939453,19.0,20.600000381469727,20.600000381469727,13840
2022-10-12,21.0,21.0,19.399999618530273,20.0,20.0,7385
2022-10-13,19.399999618530273,20.0,19.200000762939453,19.600000381469727,19.600000381469727,2470
2022-10-14,19.200000762939453,20.760000228881836,19.200000762939453,19.420000076293945,19.420000076293945,3740
2022-10-17,19.399999618530273,19.799999237060547,18.639999389648438,19.600000381469727,19.600000381469727,5010
2022-10-18,20.0,20.0,18.81999969482422,19.200000762939453,19.200000762939453,7545
2022-10-19,18.979999542236328,19.299999237060547,18.0,18.420000076293945,18.420000076293945,4725
2022-10-20,18.760000228881836,18.799999237060547,17.600000381469727,18.3799991607666,18.3799991607666,4885
2022-10-21,18.600000381469727,18.760000228881836,17.399999618530273,17.799999237060547,17.799999237060547,1920
2022-10-24,17.399999618530273,18.0,17.399999618530273,17.399999618530273,17.399999618530273,3585
2022-10-25,17.459999084472656,18.31999969482422,17.399999618530273,17.600000381469727,17.600000381469727,1695
2022-10-26,17.600000381469727,18.0,17.18000030517578,17.479999542236328,17.479999542236328,2215
2022-10-27,17.459999084472656,17.920000076293945,17.0,17.299999237060547,17.299999237060547,3035
2022-10-28,17.739999771118164,17.739999771118164,16.68000030517578,17.0,17.0,3240
2022-10-31,16.260000228881836,16.799999237060547,15.0,15.640000343322754,15.640000343322754,6355
2022-11-01,16.399999618530273,16.399999618530273,15.800000190734863,16.200000762939453,16.200000762939453,2990
2022-11-02,16.0,16.579999923706055,15.399999618530273,15.920000076293945,15.920000076293945,1300
2022-11-03,15.399999618530273,16.079999923706055,15.020000457763672,15.920000076293945,15.920000076293945,2360
2022-11-04,16.0,16.0,14.65999984741211,15.399999618530273,15.399999618530273,1970
2022-11-07,14.819999694824219,15.260000228881836,13.399999618530273,13.5600004196167,13.5600004196167,2450
2022-11-08,12.880000114440918,14.15999984741211,12.800000190734863,12.899999618530273,12.899999618530273,5285
2022-11-09,13.239999771118164,14.399999618530273,13.0,13.539999961853027,13.539999961853027,2140
2022-11-10,13.399999618530273,13.539999961853027,12.020000457763672,12.800000190734863,12.800000190734863,10265
2022-11-11,12.800000190734863,13.539999961853027,12.800000190734863,12.84000015258789,12.84000015258789,2350
2022-11-14,13.34000015258789,13.460000038146973,12.640000343322754,13.359999656677246,13.359999656677246,2215
2022-11-15,12.600000381469727,13.5600004196167,12.319999694824219,12.819999694824219,12.819999694824219,2405
2022-11-16,12.520000457763672,12.800000190734863,12.460000038146973,12.800000190734863,12.800000190734863,670
2022-11-17,12.760000228881836,13.180000305175781,12.600000381469727,12.800000190734863,12.800000190734863,960
2022-11-18,13.020000457763672,13.600000381469727,12.65999984741211,13.100000381469727,13.100000381469727,2365
2022-11-21,13.420000076293945,13.5600004196167,12.800000190734863,13.399999618530273,13.399999618530273,2085
2022-11-22,13.819999694824219,14.800000190734863,13.020000457763672,14.0,14.0,6765
2022-11-23,14.0,14.579999923706055,13.399999618530273,14.0,14.0,1280
2022-11-25,14.199999809265137,14.380000114440918,13.5,13.899999618530273,13.899999618530273,1560
2022-11-28,13.800000190734863,13.800000190734863,12.800000190734863,13.380000114440918,13.380000114440918,2190
2022-11-29,12.600000381469727,14.0,12.600000381469727,13.619999885559082,13.619999885559082,2385
2022-11-30,14.0,14.0,13.0,13.199999809265137,13.199999809265137,3700
2022-12-01,13.199999809265137,19.0,13.199999809265137,14.279999732971191,14.279999732971191,116820
2022-12-02,13.979999542236328,14.199999809265137,12.399999618530273,12.420000076293945,12.420000076293945,10425
2022-12-05,12.199999809265137,13.199999809265137,11.819999694824219,12.399999618530273,12.399999618530273,11625
2022-12-06,13.199999809265137,13.699999809265137,12.199999809265137,13.0,13.0,24080
2022-12-07,14.199999809265137,14.800000190734863,11.600000381469727,12.15999984741211,12.15999984741211,50130
2022-12-08,13.579999923706055,13.800000190734863,12.399999618530273,13.100000381469727,13.100000381469727,33075
2022-12-09,13.600000381469727,15.600000381469727,12.800000190734863,14.699999809265137,14.699999809265137,50450
2022-12-12,14.359999656677246,14.699999809265137,12.0,12.800000190734863,12.800000190734863,20365
2022-12-13,12.5,14.600000381469727,12.199999809265137,12.34000015258789,12.34000015258789,16215
2022-12-14,12.359999656677246,13.0,12.0,12.15999984741211,12.15999984741211,8220
2022-12-15,11.779999732971191,12.199999809265137,10.0600004196167,10.760000228881836,10.760000228881836,15420
2022-12-16,10.760000228881836,10.899999618530273,9.5,10.199999809265137,10.199999809265137,10660
2022-12-19,9.899999618530273,10.0,9.239999771118164,9.420000076293945,9.420000076293945,2000
2022-12-20,9.420000076293945,10.199999809265137,9.260000228881836,9.779999732971191,9.779999732971191,6370
2022-12-21,10.119999885559082,10.119999885559082,9.600000381469727,10.079999923706055,10.079999923706055,2615
2022-12-22,9.920000076293945,9.920000076293945,9.020000457763672,9.5,9.5,4165
2022-12-23,9.15999984741211,9.399999618530273,9.15999984741211,9.199999809265137,9.199999809265137,2095
2022-12-27,9.020000457763672,11.5,8.520000457763672,10.600000381469727,10.600000381469727,22590
2022-12-28,11.600000381469727,11.600000381469727,9.539999961853027,9.600000381469727,9.600000381469727,9555
2022-12-29,9.319999694824219,9.84000015258789,8.800000190734863,9.199999809265137,9.199999809265137,4080
2022-12-30,9.199999809265137,9.84000015258789,8.600000381469727,8.720000267028809,8.720000267028809,4120
