Date,Open,High,Low,Close,Adj Close,Volume,MACD,RSI,EMA,MA,SMA,STD,Upper,Lower
2013-01-02,13.601428985595703,13.687143325805664,12.955714225769045,13.144286155700684,13.144286155700684,19431300,0.0,,13.144286155700684,,,,,
2013-01-03,13.13857078552246,13.988571166992188,13.075714111328123,13.79857063293457,13.79857063293457,27912500,0.0521936335115338,,13.206598963056292,,,,,
2013-01-04,13.791428565979004,13.958571434020996,13.648571014404297,13.71142864227295,13.71142864227295,17761100,0.0855397843465777,,13.254677980124546,,,,,
2013-01-07,13.770000457763672,14.535714149475098,13.73142910003662,14.171428680419922,14.171428680419922,45550400,0.1473860333789609,,13.341987570628866,,,,,
2013-01-08,14.287142753601074,14.427143096923828,13.828571319580078,13.880000114440918,13.880000114440918,24714900,0.1709135960655068,,13.393226860515728,,,,,
2013-01-09,13.874285697937012,13.992856979370115,13.507143020629885,13.70142936706543,13.70142936706543,20223000,0.1731541784815302,,13.422579480187128,,,,,
2013-01-10,13.795714378356934,14.274286270141602,13.671428680419922,14.0,14.0,26117700,0.1967539539021814,,13.477571910645498,,,,,
2013-01-11,14.025713920593262,14.5600004196167,14.0,14.470000267028809,14.470000267028809,29851500,0.2504944949331698,,13.57208889696772,,,,,
2013-01-14,14.427143096923828,14.928570747375488,14.365714073181152,14.778571128845217,14.778571128845217,23473100,0.3143596087070968,,13.686991966670336,,,,,
2013-01-15,14.717143058776855,14.908571243286133,14.435713768005373,14.527142524719238,14.527142524719238,17068100,0.3407569504093004,,13.767006305532137,,,,,
2013-01-16,14.545714378356934,14.614286422729492,13.822856903076172,13.925713539123535,13.925713539123535,28014700,0.309578117274798,,13.782121280159888,,,,,
2013-01-17,14.012857437133787,14.08571434020996,13.678570747375488,13.95714282989502,13.95714282989502,16221100,0.2841294806950643,,13.798789999182285,,,,,
2013-01-18,14.34000015258789,14.562856674194336,14.097143173217772,14.167142868041992,14.167142868041992,35999600,0.2777052872076258,,13.833871224787968,,,,,
2013-01-22,14.235713958740234,14.235713958740234,13.79857063293457,13.972857475280762,13.972857475280762,22773100,0.254008804714207,60.26186039655602,13.847108010549183,,,,,
2013-01-23,13.875714302062988,14.832857131958008,13.859999656677246,14.751428604125977,14.751428604125977,74235000,0.2946567354923228,66.68645025911752,13.933233781366022,,,,,
2013-01-24,20.56999969482422,21.309999465942383,19.945714950561523,20.979999542236328,20.979999542236328,118805400,0.8200115511307917,84.559339025519,14.604354330020335,,,,,
2013-01-25,20.809999465942383,24.66857147216797,20.80142974853516,24.222856521606445,24.222856521606445,191445800,1.4809589115821282,88.7998339025391,15.520402157790445,,,,,
2013-01-28,24.644285202026367,25.321428298950195,22.96999931335449,23.158571243286133,23.158571243286133,109104800,1.897017887892156,81.75669263806442,16.247846832599556,,,,,
2013-01-29,22.59000015258789,24.26857185363769,22.375713348388672,24.15999984741211,24.15999984741211,59542000,2.28125762535431,84.58950635923094,17.001385214962657,,,,,
2013-01-30,24.78428649902344,25.071428298950195,23.23714256286621,23.957143783569336,23.957143783569336,48062700,2.540120666702112,84.45148943744408,17.663838411972815,16.37178568840027,16.37178568840027,16.37178568840027,50.40740978877335,-15.079732964827723
