Date,Open,High,Low,Close,Adj Close,Volume,MACD,RSI,EMA,MA,SMA,STD,Upper,Lower
2021-06-23,25.530000686645508,25.530000686645508,25.48600006103516,25.48600006103516,24.9952335357666,900,0.1102451873807162,71.3682288720577,25.19725852132057,25.137700080871586,25.137700080871586,25.137700080871586,75.47265868306374,-25.07814164042259
2021-06-24,25.625,25.625,25.625,25.625,25.13155746459961,100,0.1302434910787546,69.82206215948983,25.237995805004328,25.169700050354,25.169700050354,25.169700050354,75.57739590571234,-25.10140429570368
2021-06-25,25.700000762939453,25.700000762939453,25.687000274658203,25.687000274658203,25.19236183166504,25000,0.1493733122840979,70.53345244363474,25.280758135447552,25.20480003356933,25.20480003356933,25.20480003356933,75.69035820258622,-25.12884193169112
2021-06-28,25.79899978637696,25.79899978637696,25.79899978637696,25.79899978637696,25.302207946777344,100,0.1715932379549194,72.20589055925754,25.33011448315512,25.24315004348755,25.24315004348755,25.24315004348755,75.8164145701302,-25.156185603819985
2021-06-29,25.83300018310547,25.83300018310547,25.83300018310547,25.83300018310547,25.33555221557617,100,0.1897588154935334,73.8067429901148,25.37800835934086,25.28735008239746,25.28735008239746,25.28735008239746,75.95270852413577,-25.19669180545406
2021-06-30,25.827999114990234,25.827999114990234,25.827999114990234,25.827999114990234,25.33064651489257,50000,0.2014296663593988,70.8145433012875,25.420864621783657,25.33210000991821,25.33210000991821,25.33210000991821,76.08506464162008,-25.24333539805277
2021-07-01,25.891000747680664,25.891000747680664,25.891000747680664,25.891000747680664,25.39243698120117,100,0.2133037718807884,70.33894511725096,25.465639490916704,25.387800025939946,25.387800025939946,25.387800025939946,76.24123954279659,-25.30996056096318
2021-07-02,26.13999938964844,26.13999938964844,26.13999938964844,26.13999938964844,25.63664054870605,50000,0.2400391733222591,73.07685362418319,25.52986424317687,25.444750022888183,25.444750022888183,25.444750022888183,76.41936428895323,-25.35963580259949
2021-07-06,26.11000061035156,26.201000213623047,26.11000061035156,26.201000213623047,25.696468353271484,400,0.2631163863547527,77.23473641016793,25.593781954647937,25.503550052642822,25.503550052642822,25.503550052642822,76.60088205993358,-25.413318150637707
2021-07-07,26.25,26.34199905395508,26.239999771118164,26.34199905395508,25.83475112915039,6400,0.2894461173171834,83.3526391428886,25.665040726010524,25.56864995956421,25.56864995956421,25.56864995956421,76.80234064513894,-25.472259193117893
2021-07-08,26.15999984741211,26.15999984741211,26.059999465942383,26.08699989318848,25.58466148376465,16300,0.2864344792657149,71.13952385353447,25.70522731336081,25.62224998474121,25.62224998474121,25.62224998474121,76.94972728284323,-25.53927265612161
2021-07-09,26.340999603271484,26.340999603271484,26.340999603271484,26.340999603271484,25.833770751953125,1900,0.3010728083287013,83.72827867576395,25.765777055257065,25.680349922180177,25.680349922180177,25.680349922180177,77.12647689961742,-25.59492278910329
2021-07-12,26.424999237060547,26.424999237060547,26.424999237060547,26.424999237060547,25.91615295410156,1900,0.3158113809928053,81.715960570896,25.82856012019073,25.73824987411499,25.73824987411499,25.73824987411499,77.30505986842071,-25.647939628039254
2021-07-13,26.489999771118164,26.489999771118164,26.33099937438965,26.33099937438965,25.823959350585938,800,0.316261141117792,74.84394142698804,25.876411477733484,25.786799812316893,25.786799812316893,25.786799812316893,77.45001110236727,-25.697188146900302
2021-07-14,26.44499969482422,26.44499969482422,26.42200088500977,26.42200088500977,25.91321182250977,100,0.3202687814803688,78.46716090633811,25.92837237366456,25.843549823760988,25.843549823760988,25.843549823760988,77.61547202118653,-25.758727273857417
2021-07-15,26.347000122070312,26.347000122070312,26.347000122070312,26.347000122070312,25.83965492248535,200,0.3137759171256213,72.84807865027466,25.96824168303653,25.90129985809326,25.90129985809326,25.90129985809326,77.77084139922306,-25.834358033149982
2021-07-16,26.20800018310547,26.20800018310547,26.20800018310547,26.20800018310547,25.703330993652344,100,0.2940248069915014,65.72116591040412,25.991075825900243,25.94704990386963,25.94704990386963,25.94704990386963,77.8851756336395,-25.903023981839016
2021-07-19,25.799999237060547,25.799999237060547,25.698999404907227,25.77400016784668,25.27769088745117,1300,0.2405784966151678,49.36837813847184,25.970401953704663,25.982749938964844,25.982749938964844,25.982749938964844,77.93590183163435,-25.99509792422502
2021-07-20,26.15999984741211,26.209999084472656,26.15999984741211,26.19599914550781,25.69156074523925,400,0.2296267075398326,57.66791029742375,25.99188740054306,26.024899864196776,26.024899864196776,26.024899864196776,78.04168712893662,-26.05791232785049
2021-07-21,26.395000457763672,26.395000457763672,26.395000457763672,26.395000457763672,25.8867301940918,100,0.2343041659936489,61.06991722660721,26.03027912027836,26.067899894714355,26.067899894714355,26.067899894714355,78.16607890970707,-26.10552066915035
2021-07-22,26.474000930786133,26.474000930786133,26.474000930786133,26.474000930786133,25.96420860290528,100,0.2416007405106093,61.31160766492236,26.07253834032672,26.117299938201903,26.117299938201903,26.117299938201903,78.30713821673052,-26.16206153607709
2021-07-23,26.73900032043457,26.73900032043457,26.73900032043457,26.73900032043457,26.22410774230957,100,0.2657036976054172,61.55034391851576,26.1360109098608,26.172999954223634,26.172999954223634,26.172999954223634,78.48201081830807,-26.20998899858647
2021-07-26,26.7549991607666,26.7549991607666,26.7549991607666,26.7549991607666,26.239795684814453,100,0.2828360792007061,60.8712576307092,26.194962171851827,26.226399898529053,26.226399898529053,26.226399898529053,78.64776196890993,-26.25783762520628
2021-07-27,26.61000061035156,26.64900016784668,26.5,26.64900016784668,26.13583946228028,27000,0.2845799219931386,56.10826277859783,26.238203885756096,26.26889991760254,26.26889991760254,26.26889991760254,78.77600372096117,-26.29959594944898
2021-07-28,26.64999961853028,26.670000076293945,26.64999961853028,26.670000076293945,26.156435012817383,200,0.2843783109289504,62.79070545975559,26.279327332473983,26.31074991226196,26.31074991226196,26.31074991226196,78.9008271569979,-26.342172492049936
2021-07-29,26.809999465942383,26.809999465942383,26.78700065612793,26.78700065612793,26.271181106567383,100,0.2903129546582512,60.41085461142893,26.327677172821986,26.358699989318847,26.358699989318847,26.358699989318847,79.04507715145968,-26.389722805815712
2021-07-30,26.59000015258789,26.670000076293945,26.59000015258789,26.63500022888184,26.122108459472656,300,0.2795288043563531,54.75115152885583,26.356946035303874,26.395899963378906,26.395899963378906,26.395899963378906,79.14874596206168,-26.434853891453937
2021-08-02,26.53300094604492,26.53300094604492,26.53300094604492,26.53300094604492,26.022071838378903,200,0.259757475382333,54.55368652240866,26.373713169660164,26.41555004119873,26.41555004119873,26.41555004119873,79.20481325205762,-26.4573869127373
2021-08-03,26.68000030517578,26.69799995422364,26.68000030517578,26.69799995422364,26.183895111083984,100,0.2544692328171472,56.02092759474966,26.40459762533288,26.44040002822876,26.44040002822876,26.44040002822876,79.28539768179039,-26.47620243112464
2021-08-04,26.690000534057617,26.690000534057617,26.645999908447266,26.68099975585937,26.167224884033203,1600,0.2460699473730017,57.47538117135576,26.43092163776397,26.45735006332397,26.45735006332397,26.45735006332397,79.34562176441192,-26.48377848888398
2021-08-05,26.81599998474121,26.81599998474121,26.81599998474121,26.81599998474121,26.299623489379883,1500,0.2474543437321514,63.632297006143546,26.46759576604752,26.49380006790161,26.49380006790161,26.49380006790161,79.45519590185074,-26.520004369755704
2021-08-06,26.8799991607666,26.8799991607666,26.85300064086914,26.85300064086914,26.335912704467773,600,0.2486706115253696,79.43266470277857,26.504300992221005,26.51940011978149,26.51940011978149,26.51940011978149,79.543101231784,-26.534499247341984
2021-08-09,26.850000381469727,26.86000061035156,26.82999992370605,26.82999992370605,26.3133544921875,400,0.2449548597204298,72.10602410920514,26.53531993807672,26.53965015411377,26.53965015411377,26.53965015411377,79.61462024630426,-26.543980370150816
2021-08-10,26.82099914550781,26.82099914550781,26.82099914550781,26.82099914550781,26.30452537536621,100,0.2385341389945274,67.1221408924059,26.562527481641588,26.56415014266968,26.56415014266968,26.56415014266968,79.69082776698095,-26.56577280369777
2021-08-11,26.92300033569336,26.92300033569336,26.92300033569336,26.92300033569336,26.40456199645996,100,0.2389221691073366,67.71899505173275,26.59685822964652,26.58920011520386,26.58920011520386,26.58920011520386,79.77525846005423,-26.5815420007612
2021-08-12,27.027000427246094,27.027000427246094,27.027000427246094,27.027000427246094,26.50655937194824,100,0.2447997251417142,63.019885731629294,26.63782415322743,26.62320013046265,26.62320013046265,26.62320013046265,79.88422441415273,-26.60857610769786
2021-08-13,27.0629997253418,27.0629997253418,27.0629997253418,27.0629997253418,26.541866302490234,100,0.2494866463826532,63.67674036883236,26.67831706485737,26.665950107574464,26.665950107574464,26.665950107574464,80.0102172800063,-26.653583150291556
2021-08-16,27.06999969482422,27.141000747680664,27.06999969482422,27.141000747680664,26.61836624145508,500,0.2565378867849759,72.40432886896934,26.72238217750721,26.73430013656616,26.73430013656616,26.73430013656616,80.19098245063954,-26.74621809562511
2021-08-17,26.989999771118164,27.01000022888184,26.975000381469727,26.975000381469727,26.45556259155273,3200,0.2458966597467835,62.26867906925322,26.74644105407507,26.77325019836426,26.77325019836426,26.77325019836426,80.2929414508036,-26.800059342653448
2021-08-18,26.70499992370605,26.70499992370605,26.70499992370605,26.70499992370605,26.190763473510746,100,0.2132187768639433,47.06301884936354,26.74249427975421,26.788750171661377,26.788750171661377,26.788750171661377,80.31999462307697,-26.835006063568542
2021-08-19,26.809999465942383,26.809999465942383,26.742000579833984,26.742000579833984,26.227048873901367,100,0.1881382226512542,54.1764254818606,26.74244726071419,26.802150154113768,26.802150154113768,26.802150154113768,80.34674756894172,-26.861853047513343
2021-08-20,26.989999771118164,27.01499938964844,26.989999771118164,27.01499938964844,26.49478912353516,100,0.1881218732943033,66.59770278009822,26.76840460632697,26.815950107574466,26.815950107574466,26.815950107574466,80.4003048214759,-26.86349560882195
2021-08-23,27.209999084472656,27.209999084472656,27.18199920654297,27.18199920654297,26.6585750579834,400,0.1992871476723934,66.64366661113364,26.807794568252305,26.83730010986328,26.83730010986328,26.83730010986328,80.48239478797888,-26.86680565147426
2021-08-24,27.270000457763672,27.270000457763672,27.249000549316406,27.249000549316406,26.72428703308105,100,0.211108627618092,68.88293690046811,26.849814185496506,26.86730012893677,26.86730012893677,26.86730012893677,80.58441444337004,-26.884786072377032
2021-08-25,27.30299949645996,27.30299949645996,27.30299949645996,27.30299949645996,26.777244567871094,100,0.2222722828734014,67.11166870402522,26.89297469130255,26.89895009994507,26.89895009994507,26.89895009994507,80.69087489119269,-26.90492550858759
2021-08-26,27.290000915527344,27.290000915527344,27.177000045776367,27.177000045776367,26.65367317199707,25000,0.2184344807211999,60.71424516698719,26.92002472506196,26.91845006942749,26.91845006942749,26.91845006942749,80.75692486391694,-26.916875413793026
2021-08-27,27.358999252319336,27.358999252319336,27.358999252319336,27.358999252319336,26.83216667175293,0,0.2274568290643976,65.8288113267419,26.96183182289599,26.954650020599367,26.954650020599367,26.954650020599367,80.87113186409472,-26.947468218302745
2021-08-30,27.584999084472656,27.600000381469727,27.55500030517578,27.55500030517578,27.024394989013672,1100,0.2475689315091322,69.75243499827536,27.01832405930359,27.00574998855591,27.00574998855591,27.00574998855591,81.0298240364154,-26.993175917808227
